timestamp,open,high,low,close,volume
2025-09-27 00:00:00,109723.92,109725.0,109393.38,109397.2,0.05189
2025-09-27 01:00:00,109724.98,109724.98,109393.06,109492.33,0.05315
2025-09-27 02:00:00,109492.33,109607.96,109327.22,109553.07,0.02635
2025-09-27 03:00:00,109546.95,109698.6,109336.88,109586.79,0.01777
2025-09-27 04:00:00,109586.74,109725.04,109431.99,109725.03,0.02903
2025-09-27 05:00:00,109719.6,109799.92,109598.0,109717.53,0.0404
2025-09-27 06:00:00,109679.04,109714.42,109407.16,109615.97,0.06129
2025-09-27 07:00:00,109582.95,109657.36,109407.16,109466.32,0.01127
2025-09-27 08:00:00,109407.16,109427.82,109129.65,109183.71,0.01091
2025-09-27 09:00:00,109193.09,109409.13,109067.06,109409.13,0.00989
2025-09-27 10:00:00,109399.33,109484.39,109163.25,109477.09,0.04801
2025-09-27 11:00:00,109477.07,109497.02,109214.48,109390.01,0.01208
2025-09-27 12:00:00,109249.73,109420.11,109083.68,109362.08,0.03134
2025-09-27 13:00:00,109362.08,109525.88,109178.21,109316.37,0.05155
2025-09-27 14:00:00,109415.71,109598.87,109157.31,109358.39,0.46098
2025-09-27 15:00:00,109300.21,109403.31,109095.82,109403.31,0.17233
2025-09-27 16:00:00,109403.31,109497.83,109187.49,109487.36,0.03529
2025-09-27 17:00:00,109482.37,109482.37,109203.26,109460.11,0.28996
2025-09-27 18:00:00,109411.79,109499.97,109215.3,109362.92,0.16802
2025-09-27 19:00:00,109499.94,109499.95,109219.47,109362.75,0.01562
2025-09-27 20:00:00,109584.93,109584.93,109328.57,109441.56,0.09875
2025-09-27 21:00:00,109496.1,109573.09,109324.93,109475.49,0.02522
2025-09-27 22:00:00,109540.2,109804.76,109498.53,109672.28,0.06744
2025-09-27 23:00:00,109672.0,109785.9,109475.55,109558.06,0.13291
2025-09-28 00:00:00,109753.16,109848.86,109572.76,109609.52,0.02677
2025-09-28 01:00:00,109604.51,109752.85,109325.11,109370.1,0.26086
2025-09-28 02:00:00,109362.09,109463.58,109328.63,109463.58,0.13866
2025-09-28 03:00:00,109463.58,109463.58,109345.25,109463.58,0.02693
2025-09-28 04:00:00,109463.58,109463.58,109336.26,109348.5,0.04933
2025-09-28 05:00:00,109463.46,109463.54,109324.0,109324.01,0.01902
2025-09-28 06:00:00,109400.67,109463.23,109324.0,109339.06,0.01048
2025-09-28 07:00:00,109340.38,109463.57,109206.01,109463.57,1.26068
2025-09-28 08:00:00,109463.58,109463.58,109349.84,109459.56,0.01984
2025-09-28 09:00:00,109434.76,109463.58,109293.58,109463.58,0.19562
2025-09-28 10:00:00,109463.57,109463.58,109312.97,109312.97,0.01352
2025-09-28 11:00:00,109368.9,109463.17,109211.83,109315.72,0.01319
2025-09-28 12:00:00,109373.21,109463.5,109200.0,109419.22,0.01264
2025-09-28 13:00:00,109252.69,109698.11,109252.69,109698.11,1.03545
2025-09-28 14:00:00,109627.67,109789.0,109410.28,109488.87,0.02072
2025-09-28 15:00:00,109789.12,109966.56,109506.76,109738.9,0.2876
2025-09-28 16:00:00,109964.79,110255.21,109745.29,110077.43,0.0845
2025-09-28 17:00:00,110250.95,110393.12,110101.8,110101.8,0.02601
2025-09-28 18:00:00,110200.79,110392.05,110003.53,110392.05,0.14436
2025-09-28 19:00:00,110364.42,110381.05,110001.39,110135.21,0.00424
2025-09-28 20:00:00,110345.16,110969.99,110182.59,110809.0,0.37703
2025-09-28 21:00:00,110684.36,110821.0,110514.81,110518.04,0.03899
2025-09-28 22:00:00,110781.52,111949.14,110561.23,111622.3,0.89429
2025-09-28 23:00:00,111902.3,112226.72,111625.15,112083.01,0.59206
2025-09-29 00:00:00,111958.17,112219.09,111761.6,112171.34,0.22524
2025-09-29 01:00:00,112171.26,112226.67,111715.21,111825.96,0.07823
2025-09-29 02:00:00,111804.19,112039.78,111593.64,111593.64,0.02321
2025-09-29 03:00:00,111928.85,111928.85,111490.24,111782.21,1.07082
2025-09-29 04:00:00,111796.36,111835.87,111638.65,111835.86,0.00565
2025-09-29 05:00:00,111835.56,111835.56,111491.41,111736.85,0.13547
2025-09-29 06:00:00,111737.34,111835.73,111545.81,111701.43,0.01738
2025-09-29 07:00:00,111689.44,111774.58,111554.01,111680.0,0.01054
2025-09-29 08:00:00,111835.86,112282.79,111744.04,112071.5,0.14591
2025-09-29 09:00:00,112175.1,112221.55,111916.95,112039.74,0.00891
2025-09-29 10:00:00,112059.54,112230.66,111989.08,112196.95,0.01726
2025-09-29 11:00:00,111971.74,112117.04,111875.57,112039.78,0.02944
2025-09-29 12:00:00,112169.27,112378.93,111910.48,111948.19,1.02064
2025-09-29 13:00:00,111957.22,113305.39,111768.31,113269.49,0.32705
2025-09-29 14:00:00,113229.39,114242.25,113220.77,114200.0,2.4439
2025-09-29 15:00:00,114193.02,114250.5,113557.25,113557.25,0.87451
2025-09-29 16:00:00,114039.04,114039.04,113553.84,113553.84,0.19462
2025-09-29 17:00:00,113553.88,114000.0,113535.0,113999.98,0.93694
2025-09-29 18:00:00,113999.98,114000.0,113700.78,114000.0,0.14377
2025-09-29 19:00:00,114000.0,114235.82,113804.7,114235.82,0.99477
2025-09-29 20:00:00,114235.82,114284.37,114040.87,114284.36,0.12319
2025-09-29 21:00:00,114256.28,114349.99,114068.45,114298.93,0.13536
2025-09-29 22:00:00,114298.93,114298.93,113893.73,114100.0,0.08684
2025-09-29 23:00:00,113924.97,114349.97,113924.97,114332.5,0.08422
2025-09-30 00:00:00,114349.97,114596.18,113917.04,114596.07,0.38488
2025-09-30 01:00:00,114595.62,115381.82,114312.31,114712.07,16.23488
2025-09-30 02:00:00,114711.91,115519.99,114431.34,114861.72,20.46242
2025-09-30 03:00:00,114454.03,115519.99,114359.02,114873.54,19.54206
2025-09-30 04:00:00,114873.04,115519.99,114174.26,114197.75,4.6097
2025-09-30 05:00:00,114192.73,114300.94,113912.07,113985.94,0.22595
2025-09-30 06:00:00,113917.62,114170.93,113843.35,113989.91,0.01896
2025-09-30 07:00:00,113846.02,114051.66,113671.7,113671.7,0.02724
2025-09-30 08:00:00,113775.5,113775.5,113432.29,113433.72,0.09251
2025-09-30 09:00:00,113432.28,113706.57,112813.37,112813.37,0.15852
2025-09-30 10:00:00,112813.37,113000.1,112747.16,113000.1,0.04048
2025-09-30 11:00:00,113099.38,113231.95,112788.85,113231.95,0.04532
2025-09-30 12:00:00,113228.96,113428.1,112877.61,113400.91,0.01431
2025-09-30 13:00:00,113331.73,113627.81,112924.15,113056.44,0.94573
2025-09-30 14:00:00,113544.37,113690.98,113030.04,113690.98,0.01351
2025-09-30 15:00:00,113225.36,113540.52,113000.01,113294.99,0.13407
2025-09-30 16:00:00,113294.98,113299.86,112684.53,112684.53,1.07281
2025-09-30 17:00:00,112825.0,113528.16,112823.12,113528.14,0.15257
2025-09-30 18:00:00,113521.2,113535.0,113186.01,113526.79,0.0835
2025-09-30 19:00:00,113602.76,114588.55,113543.11,114211.1,1.10716
2025-09-30 20:00:00,114174.27,114588.56,114113.5,114500.0,0.16059
2025-09-30 21:00:00,114597.55,114797.47,114218.8,114300.0,0.19309
2025-09-30 22:00:00,114419.95,114419.95,113866.24,114240.4,0.05557
2025-09-30 23:00:00,113866.24,114154.68,113810.25,114149.05,0.11985
2025-10-01 00:00:00,114149.04,114320.95,113812.36,114290.82,0.03531
2025-10-01 01:00:00,113940.07,114426.05,113500.0,114099.0,18.31007
2025-10-01 02:00:00,114098.99,114544.96,113575.0,113722.0,29.10684
2025-10-01 03:00:00,113785.7,114393.54,113627.87,113660.2,10.34813
2025-10-01 04:00:00,113661.17,114389.55,113552.0,113558.0,15.37794
2025-10-01 05:00:00,114171.87,114498.67,113543.38,113940.83,6.21578
2025-10-01 06:00:00,113998.92,114496.73,113998.92,114465.72,0.03263
2025-10-01 07:00:00,114447.88,114498.47,114447.88,114498.47,0.0016
2025-10-01 08:00:00,114495.39,116353.82,114493.78,116353.47,1.29673
2025-10-01 09:00:00,115885.78,116386.77,115885.69,116385.15,0.13444
2025-10-01 10:00:00,116384.49,116434.64,115964.63,116058.16,0.03537
2025-10-01 11:00:00,116393.77,116666.66,116062.03,116375.51,0.71644
2025-10-01 12:00:00,116375.52,116745.59,116270.06,116500.01,0.12576
2025-10-01 13:00:00,116274.79,116745.47,116274.79,116745.47,0.22167
2025-10-01 14:00:00,116745.59,117278.54,116444.5,117278.26,0.26034
2025-10-01 15:00:00,117277.94,117477.87,117003.88,117134.51,1.47469
2025-10-01 16:00:00,117399.96,118000.0,117397.72,117863.2,0.87404
2025-10-01 17:00:00,117861.36,117861.36,116638.32,116638.32,1.12379
2025-10-01 18:00:00,116745.56,117158.2,116639.8,117158.2,0.81721
2025-10-01 19:00:00,117347.81,117477.88,117074.88,117400.0,0.2945
2025-10-01 20:00:00,117474.32,117474.32,117012.55,117145.24,0.35587
2025-10-01 21:00:00,117466.17,117531.01,117287.48,117487.6,0.04025
2025-10-01 22:00:00,117487.61,117999.55,117382.28,117734.54,0.34341
2025-10-01 23:00:00,117766.3,118498.89,117556.03,118482.95,2.72044
